,Intercept,country[T.US]
y221,0.4016155962961122,0.4016155962961122
y222,0.40653248305360734,0.40653248305360734
y223,6.754058902190205e-06,0.5103985075642364
y224,0.8931339609693622,0.8931339609693622
y225,0.6565232515633799,0.28078992467186725
y226,0.0038751979267499775,0.030274860306949956
y227,0.5528496098126942,0.5528496098126942
y228,0.03188587643072663,0.16513715892525624
y229,0.0014726402962198003,0.7833659716123952
y230,0.12730969950982143,0.31090341051801984
y231,0.8903472363980577,0.8903472363980577
y232,0.01824483043854303,0.04398595398356403
y233,0.14967074192092178,0.14967074192092178
y234,0.07799645952105193,0.005121845861112878
y235,0.0864318690897499,0.1445842248433797
y236,0.7296142709741311,0.6733891645819567
y237,0.46507945674292495,0.6966449058166315
y238,0.011514867800062605,0.06841287404049376
y239,0.44609994173918877,0.34439348128321445
y240,0.06249579095028542,0.06249579095028542
y241,0.46602975919086687,0.46602975919086687
y242,0.4519878735415589,0.4519878735415589
y243,0.3537097793211154,0.9496367543834565
y244,0.00131645025741933,0.3694756835391141
y245,1.0467251430278935e-06,0.12022302604768403
y246,0.7365615661594866,0.7365615661594866
y247,0.8693789821095403,0.8693789821095403
y248,0.11530125775260507,0.9659350755172422
y249,0.9708613287041676,0.11323734094948787
y250,0.516128698568616,0.516128698568616
y251,0.00013078226989727285,0.003138885876500117
y252,0.9151962425078841,0.12422574622671342
y253,0.09244308173005321,0.41482376136767174
y254,0.30225553463542854,0.30225553463542854
y255,0.13428912294416814,0.17169279296008708
y256,0.5937907695842461,0.3813054841196809
y257,0.04438515410127283,0.30585588281653053
y258,3.559920682410918e-34,0.48527372652797485
y259,0.20768005311842463,0.40018410692143946
y260,1.2310097933061628e-05,0.0007014722590610766
y261,0.9293731493797535,0.3007943895640026
y262,0.23274166303421395,0.9765188651022644
y263,0.002440350312530378,0.14913265007774223
y264,0.7997424339025273,0.7997424339025273
y265,0.0426202289256193,0.07375916592576058
y266,0.48844230989601023,0.48844230989601023
y267,0.9250838695227293,0.12677299490641403
y268,0.12921102429468703,0.7091561530788553
y269,0.4328119647929014,0.0664425243138099
y270,0.646655601605681,0.646655601605681
y271,0.2682018040346486,0.2807460877432479
y272,0.8081489648099981,0.8081489648099981
y273,0.6985677833701499,0.6985677833701499
y274,0.15280592250763322,0.8206565616272052
y275,0.17421876324060004,0.9704318190007094
y276,0.40852786080115977,0.44843697878666033
y277,0.7687370015509147,0.7687370015509147
y278,0.17455379208348426,0.17455379208348426
y279,0.6373173670193204,0.4388090998073532
y280,0.0003918492317377147,0.0622878784654012
y281,0.3022555346354305,0.3022555346354305
y282,0.9999999999999967,0.9999999999999967
y283,0.10692270530595288,0.163608398438697
y284,0.09463576298778631,0.09846284669748594
y285,0.7105757600215397,0.7105757600215397
y286,0.9776576011931966,0.08044503843791488
y287,0.05381612466658561,0.11562021170486592
y288,0.3022555346353441,0.3022555346353441
y289,0.9999999999999997,0.6646949371240272
y290,0.6757423738219097,0.6757423738219097
y291,0.10136834011198169,0.21130335341365025
y292,0.0037831899537960336,0.03514422845788211
y293,0.0014185865170138437,0.011705702059613137
y294,3.3058677846610776e-30,0.40767175481912676
y295,0.6212571280037751,0.6212571280037751
y296,0.09288372889294035,0.12384976784119206
y297,0.054359205375835634,0.054359205375835634
y298,0.8570404725499536,0.18460007249431948
y299,0.3022555346354297,0.3022555346354297
y300,0.5593776234692505,0.5593776234692505
y301,0.5651340007357477,0.5651340007357477
y302,0.02623483722387594,0.45563971790634794
y303,5.771038613200264e-25,0.19538209334262577
y304,0.07462552970327607,0.785604185927964
y305,0.7068591134452311,0.7068591134452311
y306,0.2535067516528828,0.4556605866250396
y307,0.6401507803567128,0.9976031186754988
y308,0.4183173175863002,0.4183173175863002
y309,0.8487661545969135,0.5830185833218935
y310,0.5647532949496425,0.7255910451797984
y311,0.8856607841554855,0.95554802827662
y312,0.000770277651740362,0.005245798730307365
y313,5.908736549454509e-27,0.6075537154106632
y314,0.1491563107865424,0.19868720882961743
y315,0.9999999999999527,0.9999999999999527
y316,0.8309591196458934,0.8309591196458934
y317,0.5868870210960639,0.5868870210960639
y318,0.7576850040794746,0.7576850040794746
y319,0.8365734495173237,0.05965980538393682
y320,0.30225553463543153,0.30225553463543153
y321,0.9999999999999374,0.9999999999999374
y322,0.5535590833445398,0.5535590833445398
y323,0.9999999999999964,0.9999999999999964
y324,0.9999999999999999,0.9999999999999999
y325,0.7989491255729286,0.07712708184888796
y326,0.0738495323400929,0.537448013746945
y327,0.9999999999999984,0.9999999999999984
y328,1.0,0.9673194454616758
y329,0.15468540757176535,0.06057437234269731
y330,0.6637349099138943,0.0444347117605028
y331,0.5863023400137387,0.5863023400137387
y332,0.40942407078612075,0.40942407078612075
y333,0.9999999999999238,0.6646949371240201
y334,0.23769168363302087,0.23769168363302087
y335,0.8053711894347342,0.8053711894347342
y336,0.685273606396214,0.685273606396214
y337,0.106987116692982,0.04268793364706777
y338,0.8927933143545208,0.2719476117266338
y339,0.7747918406615582,0.38965978615568886
y340,0.716874622260963,0.716874622260963
y341,0.6908010080656382,0.5031181830038138
y342,0.15893538911892496,0.16493469993577323
y343,0.14627333401679957,0.14627333401679957
y344,0.015061511822534637,0.5454658790771444
y345,0.11013813115487685,0.16287755678951282
y346,0.21080969057428758,0.29216580965914646
y347,0.9085385856621291,0.00959088986594576
y348,0.3338326941003835,0.3338326941003835
y349,0.758729992677641,0.23348759414756656
y350,0.8378040849449077,0.3272545581236832
y351,0.9309998636350398,0.9309998636350398
y352,0.09438711206198877,0.21102768828260304
y353,0.46517659419956714,0.09424122027031683
y354,0.13190295625116097,0.7961882628477205
y355,0.005848754438233997,0.09741295819289254
y356,0.016628694366658828,0.22942787258794264
y357,0.027276662341492203,0.21714421494383043
y358,0.012345298322729844,0.18418188032090746
y359,0.9891622329138341,0.3618071454600827
y360,0.9729144273618622,0.5159012259968346
y361,0.7825283322718617,0.6930871140211292
y362,0.6241385874266545,0.13222351871862406
y363,0.348823132255877,0.348823132255877
y364,0.5535590833445319,0.5535590833445319
y365,0.07986738608848631,0.753981457715963
y366,0.18051481397932376,0.22221303487908528
y367,0.03303204754536818,0.08298065265372712
y368,0.18073826683346994,0.4802836869940351
y369,0.3022555346354292,0.3022555346354292
y370,0.3022555346354284,0.3022555346354284
y371,0.3022555346354271,0.3022555346354271
y372,0.40087582738824257,0.40087582738824257
y373,0.036056110908295115,0.11664427070884736
y374,1.0574212910142715e-51,0.7393682872810875
y375,3.541610943542287e-37,0.2807707965651253
y376,0.32068353707852976,0.32068353707852976
y377,1.0635072608834834e-42,0.2364422378546638
y378,1.3119130991571506e-43,0.49693107207400455
y379,0.09785600811601398,0.29349100544859524
y380,7.106464727086141e-52,0.7044469320492515
y381,3.884102451057522e-40,0.3246539550343409
y382,0.6466556016056988,0.23868239244165065
y383,0.040954008570336056,0.24598096061288027
y384,5.005230878290798e-48,0.3533172513053312
y385,0.9999999999999984,0.9999999999999984
y386,0.4042830264835877,0.06364736154418293
y387,0.23683953587358303,0.3864892218231476
y388,0.481168717299571,0.481168717299571
y389,0.7627775330376134,0.7627775330376134
y390,0.27143988638403566,0.27143988638403566
y391,0.30973809811707165,0.30973809811707165
y392,0.9999999999999636,0.9999999999999636
y393,0.9759530388203667,0.11299834151496173
y394,0.5809701183330609,0.5503474039386493
y395,0.38029538064290747,0.5664455360966352
y396,0.5929163360812968,0.08141576733501854
y397,0.5448974819268233,0.5448974819268233
y398,0.10110681530639247,0.2635309109263396
y399,0.41126811967268756,0.8125287506095074
y400,0.6784853440122949,0.10062873367807512
y401,0.6625450573722538,0.27585264215124505
y402,0.09431756737999011,0.2509690977895204
y403,0.4545905980661793,0.4545905980661793
y404,0.6842049722836212,0.6842049722836212
y405,0.23819125434908842,0.2616778272779334
y406,4.74772414257331e-44,0.36675521721407167
y407,0.3022555346354292,0.3022555346354292
y408,0.4535985799464466,0.6869368170823563
y409,0.1526240320924575,0.1526240320924575
y410,2.7566147663863937e-54,0.6532624719045537
y411,0.5123856904476286,0.5123856904476286
y412,0.53318721648498,0.53318721648498
y413,0.9766248968823837,0.4144506866095842
y414,2.7716518124299207e-52,0.6344906182933139
y415,0.38866314085351716,0.38866314085351716
y416,0.15990593252066831,0.2069529905886261
y417,0.7269861450905581,0.4687696048091804
y418,0.07946837706579883,0.6352197184990716
y419,0.19947668933423685,0.19947668933423685
y420,0.30225553463542915,0.30225553463542915
y421,0.30225553463542987,0.30225553463542987
y422,0.3336021437460571,0.3336021437460571
y423,0.9999999999999303,0.6646949371240296
y424,8.656526578946162e-55,0.6823010129370843
y425,0.5054947285348537,0.45770622207482986
y426,4.682837741058162e-55,0.8700347549733605
y427,0.1568103033275277,0.20459572694369152
y428,0.10975651263073455,0.11635961924926522
y429,0.9999999999999972,0.9999999999999972
y430,0.05821381277685092,0.11501917875231855
y431,0.14935743473382437,0.16304787499009568
y432,0.3022555346354292,0.3022555346354292
y433,0.19271854323259735,0.19271854323259735
y434,2.143910861147758e-50,0.5467665368835029
y435,0.11224542324285391,0.1285291954070646
y436,0.37394799842328696,0.9255859031792695
y437,0.3022555346354298,0.3022555346354298
y438,0.9999999999999458,0.6646949371240269
y439,0.9255876654469624,0.2883124591843205
y440,1.0455089527743247e-52,0.7914538511153476
y441,0.7538707853546572,0.5705075160592881
y442,0.9228839892320877,0.3921464288400221
y443,1.126935621976559e-53,0.8296369320134636
y444,0.6282932022284213,0.20042047631258503
y445,0.6357470959228226,0.6357470959228226
y446,0.8112086268265511,0.22398325157051482
y447,5.3805876981458995e-53,0.6799843080085823
y448,0.3022555346354289,0.3022555346354289
y449,0.9999999999999454,0.9999999999999454
y450,0.9999999999999475,0.9999999999999475
y451,0.2933531175509032,0.6707105825286661
y452,2.9036877492449586e-54,0.9190856729934153
y453,0.9999999999999272,0.6646949371240323
y454,0.9999999999999454,0.9999999999999454
y455,0.5535590833445339,0.5535590833445339
y456,0.5883186094374193,0.5883186094374193
y457,0.9999999999999274,0.6646949371240263
y458,0.2475890994804528,0.3447067851291098
y459,0.19947668933423635,0.19947668933423635
y460,0.8702338786002619,0.5852462592125672
y461,0.9999999999999294,0.6646949371240292
y462,0.5596006158648763,0.5596006158648763
y463,0.8411180191195786,0.40669139790507525
y464,0.999999999999928,0.6646949371240314
y465,0.30225553463542765,0.30225553463542765
y466,0.9999999999999385,0.6646949371240274
y467,0.4279081217230231,0.7308643109140016
y468,1.0732687430331214e-54,0.5865842464738102
y469,0.9999999999999598,0.9999999999999598
y470,0.4124091911666324,0.7264001846272534
y471,0.9999999999999387,0.6646949371238544
y472,0.99999999999996,0.99999999999996
y473,0.6579070128274548,0.6579070128274548
y474,0.9999999999999238,0.664694937124024
y475,0.3022555346354245,0.3022555346354245
y476,0.14505067355307572,0.17214418314726773
y477,0.3022555346354268,0.3022555346354268
y478,0.3057503252109303,0.3057503252109303
y479,1.8735764409748375e-29,0.31013796783333275
y480,0.7003738744685561,0.9678252427345544
y481,4.715834119638091e-53,0.6715246006829947
y482,0.09862313960140116,0.14088538889223925
y483,9.598067072408242e-32,0.33784271613358574
y484,0.295143785919045,0.295143785919045
y485,2.9207390449791846e-31,0.44317938225807707
y486,0.2898597339212591,0.2898597339212591
y487,2.8869793412543155e-31,0.4156169126520296
y488,0.2845228807477079,0.2845228807477079
y489,2.54131436884747e-32,0.4540034779281187
y490,0.9556662587552898,0.696283534581648
y491,3.1826004180378137e-32,0.22351166540793468
y492,0.28640883915238274,0.28640883915238274
y493,0.9615657914218904,0.6968693970939952
y494,0.9613456858874054,0.6913834645216572
y495,0.9611230168444254,0.6858620875016623
y496,0.29079183491423877,0.29079183491423877
y497,0.9672244693278004,0.6863325439775749
y498,0.96703226515034,0.6807105726156923
y499,0.966837767204219,0.675052048263898
y500,0.29542470250021174,0.29542470250021174
y501,0.29256009093617635,0.29256009093617635
y502,0.28967988003919154,0.28967988003919154
y503,0.2867841153481695,0.2867841153481695
y504,0.2838728498285169,0.2838728498285169
y505,0.9999999999997782,0.7006509114754875
y506,0.9999999999975084,0.6947616976295155
y507,0.9999999999986119,0.6888313027624535
y508,0.9999999999999478,0.6828595704953511
y509,0.999999999995745,0.6768463543007419
y510,0.9999999999978151,0.6707915181388961
y511,0.9999999999996563,0.6646949371240116
y512,4.366022397830161e-58,0.6042182649101617
y513,1.2444052447693755e-56,0.674105335540762
y514,1.7239588443796e-57,0.8169934556778998
y515,1.429225263009448e-57,0.6419873602510654
y516,1.595998670925275e-57,0.7083235594282324
y517,3.5644187643422926e-56,0.6845701138058982
y518,9.214846357779199e-52,0.4811144218383807
y519,6.022244696498884e-58,0.7538522070574949
y520,2.2710653966642674e-57,0.5477025092978502
y521,1.0713375862238001e-57,0.7256874473073023
y522,2.5120366297250035e-57,0.9387586939139283
y523,4.87800683549853e-50,0.9551757831723757
y524,1.1180369489797175e-16,0.6704584593978495
y525,1.886130525317528e-40,0.05040510446203381
y526,1.2996392718891921e-55,0.7676161250376798
y527,4.973851709408144e-55,0.8850332447426259
y528,1.9125836945938185e-57,0.7027844414070108
y529,1.8952909057931732e-54,0.9238543024707401
y530,4.063240118448319e-57,0.7805309439753711
y531,1.0670740169100866e-57,0.7126249187175091
y532,0.005828581849111279,0.8433249895240849
y533,6.176357793591353e-53,0.7882734811184231
y534,1.7187494047815813e-53,0.9084126603455766
y535,2.1522702397849156e-54,0.8897340106539962
y536,3.899106631278637e-57,0.8036395568950407
y537,1.0825821955575753e-35,0.4780680984888974
y538,1.6755945908917265e-41,0.20710780640615414
y539,9.781977184457258e-36,0.39414937171952635
y540,6.877754304220825e-50,0.7673256016521799
y541,1.8471362179241187e-55,0.5630864046613034
y542,3.1673110699230006e-56,0.8599136414675027
y543,4.826140633895922e-56,0.8681735059610804
y544,1.2365370348566292e-56,0.9055165783014674
y545,1.362925298063072e-57,0.9122398724130155
y546,6.282825104581784e-57,0.8630360592232466
y547,2.476921459399573e-54,0.7647319177157994
y548,1.1752421622066035e-53,0.4749158248111769
y549,2.730090651530636e-56,0.5833066565118227
y550,6.561318623282134e-42,0.2514194296829329
y551,2.407864552133127e-57,0.7262365579837174
y552,2.447747063962392e-57,0.9821086471216114
y553,8.301018345709045e-55,0.3646420430723636
y554,1.0064953565620308e-57,0.7639223535991073
y555,2.3225846969775374e-06,0.5458807041846565
y556,3.850279099975657e-55,0.8707130630371496
y557,1.1639962494687862e-41,0.19785464173001657
y558,1.0114008870080031e-56,0.9733502331585049
y559,1.1279820040532648e-57,0.707461923780891
y560,2.3751216235104872e-48,0.6323337515368019
y561,1.2794608071248212e-54,0.793837587714302
y562,1.4019647955082405e-57,0.8457266675373661
y563,3.462978139096376e-32,0.6085176934124653
y564,5.0597907522659427e-57,0.6936963025943408
y565,6.656350560347244e-57,0.8041290001295157
y566,4.412188866553741e-57,0.7426572562840315
y567,2.278415647351256e-53,0.12496797193390202
y568,1.9824721856015577e-57,0.6493772325573575
y569,7.315804533523654e-58,0.7311556989021788
y570,8.012639369318161e-52,0.8178795562884977
y571,1.2564458381544339e-49,0.41093369496121623
y572,3.1792525473178043e-57,0.6608924722490461
y573,2.1387411268444103e-57,0.8710309556923699
y574,4.5492185897827746e-55,0.6672517421816793
y575,2.9482770159656562e-55,0.8658028719194393
y576,2.7430926087458416e-56,0.8509385840149901
y577,5.4514569929258685e-55,0.4491762096786024
y578,7.454572060789561e-58,0.7293027438448745
y579,4.7817347127064964e-57,0.7098119630490729
y580,7.192387477539174e-58,0.5570719684605718
y581,7.273830147000083e-57,0.7864470306323028
y582,1.035951029429195e-57,0.6478521421800476
y583,1.4858570041973309e-57,0.7280271208774195
y584,6.208853789213691e-58,0.6229248035135645
y585,1.9103081706981232e-45,0.8701493898678717
y586,4.530007735822686e-32,0.6494788660551105
y587,2.724502415490871e-57,0.431441880478852
y588,4.0704196867881413e-57,0.6044042008406458
y589,1.5397951657081368e-57,0.8384320296051098
y590,1.351145788566319e-47,0.7343768264422338
y591,2.1171530968192832e-57,0.8885787765467481
y592,1.5648556336103966e-57,0.9679482484389847
y593,3.004901636916546e-38,0.9181906756746461
y594,5.0425124175425894e-58,0.37889557012901043
y595,8.558683501976503e-57,0.8802464998405497
y596,4.3996847520263085e-41,0.5315740320610144
y597,5.003434000446794e-56,0.8308096607634858
y598,3.3595362495418566e-57,0.7036917323546826
y599,2.967311209864041e-56,0.551405053354578
y600,1.323145548488509e-56,0.9013527484873731
y601,2.276958956115526e-53,0.6163187883062342
y602,4.2104627743853444e-08,0.6762856213230675
y603,1.2593888243487952e-54,0.45237414971042267
y604,8.837430027774099e-51,0.9631205059272484
y605,1.0203199926072842e-55,0.37003840652682385
y606,2.6440817220696605e-55,0.9069249565858299
y607,7.662682665294862e-51,0.7472884926936982
y608,1.8020275014156803e-57,0.704421714974314
y609,3.069547304362313e-58,0.5610894650417011
y610,1.1005269498122224e-52,0.2903310928737615
y611,0.6355395192559856,0.6355395192559856
y612,4.04041286692588e-45,0.7238051136825407
y613,1.9613085438465325e-57,0.8388690626119437
y614,2.52176334242646e-48,0.9553168055840575
y615,1.2000585234169997e-56,0.46044493280290133
y616,1.607222801664731e-57,0.605793527373695
y617,6.841693049715868e-53,0.887668919541323
y618,4.780171177756364e-57,0.5584877980856032
y619,0.7131554149528074,0.7232044322891403
y620,1.4143697526848003e-55,0.7344858493877
y621,1.4246935530682034e-57,0.8790313020918421
y622,3.057040964854836e-54,0.9623234971906827
y623,9.545771968685424e-58,0.7611457313665031
y624,1.3222526720383373e-56,0.623612438777795
y625,5.584458310382829e-56,0.5754784896036305
y626,7.86632215833257e-58,0.7404066000589071
y627,3.7788925086783036e-57,0.8235067117886463
y628,5.623275068217534e-52,0.7849339803502179
y629,1.1994059827923578e-52,0.5972141593723912
y630,4.3640625033057365e-58,0.7300791032748631
y631,2.9589018165990542e-55,0.9698293835266952
y632,3.1169004022146277e-49,0.7693318440215375
