d_true,d_ancom_bc,d_uq1,d_uq2,d_tmm1,d_tmm2,d_css,d_med,d_wrench,d_tss,group,method,value,method_var,method_abb,label
-1.1325449390876041,-0.13617237282276845,11.35307270550506,0.28404657116113496,11.561538518728387,0.49251238438446204,7.373374309910049,0.34784675462040243,0.12350411454180348,11.069026134343924,G1,diff_ancom_bc,-0.0015443766891429789,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.284641683723735,-0.28160571136137225,11.190553776007285,0.2755198587348791,11.402444541026716,0.48741062375431055,7.25063551189868,0.18290118001325656,-0.02874059362408936,10.915033917272405,G1,diff_ancom_bc,-0.008207782786670004,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.132626593929809,-0.1161366507634919,11.34146715938475,0.27247220099793135,11.561198214387346,0.49220325600052667,7.443663683115591,0.35218469577301503,0.13667789158593738,11.06899495838682,G1,diff_ancom_bc,-0.021661753590624278,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.1728731578917446,-0.15685427550881892,11.309843970954239,0.28223883934163957,11.512685684189242,0.4850805525766418,7.379008127628304,0.30597088260582894,0.08960601961297207,11.0276051316126,G1,diff_ancom_bc,-0.021190692807232958,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.0677873941324836,-0.07590620514310555,11.42718067765878,0.295588841221789,11.623343118057734,0.4917512816207418,7.495541943884256,0.4325159061953346,0.17848692835855912,11.131591836436993,G1,diff_ancom_bc,0.0029470005863146964,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-0.7275605015500948,0.2635447098615112,11.735190449616233,0.26254545914802746,11.966105843838367,0.4934608533701618,7.792761720816526,0.7349385873296613,0.5151919365746044,11.472644990468204,G1,diff_ancom_bc,0.003722978164086843,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-0.8872938188502957,0.10259267193207575,11.609502234452735,0.2979710600097679,11.789338170273945,0.4778069958309769,7.610357618312838,0.5493116341790576,0.3549373545049551,11.311531174442967,G1,diff_ancom_bc,0.004941698793321292,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-0.7956949249952596,0.17407290625333427,11.684035286315302,0.2809581700556774,11.887011814960267,0.48393469870064193,7.752764808851328,0.652643613506652,0.43130509520071475,11.403077116259626,G1,diff_ancom_bc,0.025060358327098853,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-0.6831116786921954,0.30372784024909344,11.79380595245068,0.27791488921716817,12.001094109830076,0.48520304659656177,7.803026643632217,0.7745468359623678,0.5534129999851556,11.515891063233514,G1,diff_ancom_bc,0.007988670634403894,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.315671283527829,-0.32951075590268636,11.148977349161544,0.265004352709264,11.363697877494962,0.47972488104268174,7.180069874302796,0.1373788944611675,-0.07918896447400008,10.88397299645228,G1,diff_ancom_bc,0.008667661950550132,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.3063543597577474,-0.3014407736028296,11.186018620841892,0.2939568848465926,11.380329836909455,0.4882681009141548,7.213768308118642,0.1676651989711073,-0.05315033441237444,10.8920617359953,G1,diff_ancom_bc,-0.010085396579224915,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.2304472447732082,-0.22748926083237284,11.243429528055232,0.27578311492037355,11.448872768595262,0.4812263554604036,7.309212365692763,0.24455547616434398,0.026759702008619112,10.967646413134858,G1,diff_ancom_bc,-0.008129794365142606,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.8626836538551432,-0.8568519478954324,10.848636879837839,-0.04314573705552867,10.82169993750358,-0.07008267938978807,6.782192056006791,-0.2790439067916866,-0.30689061693340275,10.891782616893368,G2,diff_ancom_bc,-0.011003516384018086,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.3068348248135586,-0.3038943069448717,11.35307270550506,-0.08365182937143378,11.402664883884455,-0.03405965099203724,7.317876198626496,0.24577689835412575,0.2367667494273288,11.436724534876493,G2,diff_ancom_bc,-0.008112328292994242,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.669636940887527,-0.6865318735859325,11.007326832098517,-0.0702669251572534,11.014960244815256,-0.06263351244051427,6.932447891572509,-0.1205839240789444,-0.1281296769201512,11.077593757255771,G2,diff_ancom_bc,0.01172312227409833,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.4739326487249875,-0.470608385919382,11.186018620841892,-0.08740522620130765,11.226553318840963,-0.04687052820223659,7.1770187659099,0.06811607879398889,0.0747182150367127,11.273423847043201,G2,diff_ancom_bc,-0.00849607322991286,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.5130330354148047,-0.5491299338038883,11.11540105362794,-0.12341645891762573,11.165089452941173,-0.07372805960439219,7.065613363597717,0.017501421902731573,0.012219516397850972,11.238817512545566,G2,diff_ancom_bc,0.030925087964776332,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.7818631895612,-0.7824511189047453,10.867564889723358,-0.09768076921645294,10.906763710866077,-0.05848194807373545,6.8690144506657065,-0.22873230502338074,-0.24188762629631672,10.96524565893981,G2,diff_ancom_bc,-0.00458388108076202,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.5777794220488583,-0.5833132180288274,11.11540105362794,-0.0570602174515362,11.116385257562913,-0.056076013516563925,7.083387847625295,-0.04072955919006822,-0.03397656267047471,11.172461271079476,G2,diff_ancom_bc,3.6198555566180346e-4,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.7261954295996014,-0.727840297326505,10.939885551302984,-0.08498636024345038,10.967445655181828,-0.05742625636460614,6.9440872082295275,-0.14214484624361984,-0.17742854554322338,11.024871911546436,G2,diff_ancom_bc,-0.003526942697403612,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.8138429995925307,-0.8384727443015916,10.848636879837839,-0.08609377099554437,10.882845211198566,-0.05188543963481759,6.802394763324311,-0.26423259802378096,-0.2702238081370636,10.934730650833384,G2,diff_ancom_bc,0.01945793428475362,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.2338602996265557,-0.2689592043584334,11.372120900475753,-0.14100454449714106,11.464982820450782,-0.0481426245221136,7.337587743538596,0.3017871980080229,0.2864649564268599,11.513125444972895,G2,diff_ancom_bc,0.029927094307570457,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.3398360379978331,-0.3584614885711635,11.321820162000956,-0.08279599946242194,11.348813403835736,-0.05580275762764128,7.2485040723706105,0.20644032465788978,0.19479283544128162,11.404616161463377,G2,diff_ancom_bc,0.01345364014902306,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.4174015651621974,-0.4238365735465676,11.260451215624663,-0.06178578741800579,11.29576730640793,-0.026469696634738096,7.234177179749849,0.13749006106566813,0.12911372271295682,11.322237003042668,G2,diff_ancom_bc,0.0012631979600630228,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.6766226157643604,-0.652782836977792,10.957177048413046,-0.11907124031625121,11.022519155395251,-0.05372913333404516,7.028201432058005,-0.09239375062105727,-0.12953928555141345,11.076248288729296,G2,diff_ancom_bc,-0.029011589210875544,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.7513269621066345,-0.7419270900623183,10.94568266898731,-0.049677847228783566,10.942075222443835,-0.05328529377225938,6.9440872082295275,-0.20051075766377008,-0.21349704565601976,10.995360516216094,G2,diff_ancom_bc,-0.014571682468623504,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.6810308125851505,-0.6778000312121468,10.985347925379742,-0.08038377606926929,11.01509330898317,-0.050638392465841,7.005789019253503,-0.11415826135173825,-0.14071350481649508,11.06573170144901,G2,diff_ancom_bc,-0.008402591797310954,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.4661959512885396,-0.4599072409201196,11.226113078043772,-0.05418652022275464,11.237208643945728,-0.04309095432079736,7.166265974133638,0.1091651533885205,0.08491645899097923,11.280299598266526,G2,diff_ancom_bc,-0.011460520792727413,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.1884740740578528,-0.19035568599391664,11.465714341661023,-0.09336925529028758,11.510139465761874,-0.04894413118943693,7.424165281042028,0.3586327931384011,0.35283788018749324,11.55908359695131,G2,diff_ancom_bc,-0.003290198488243412,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.8647095995551168,-0.8633102570623125,10.84224708173907,-0.04578780317719652,10.8307253545406,-0.05730953037566384,6.792344427470809,-0.31467135571642446,-0.3118745209984296,10.888034884916266,G2,diff_ancom_bc,-0.006571152917111744,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.4546950969767147,-0.44680028268618877,11.221736703443971,-0.06934436594366652,11.242336623414044,-0.04874444597359571,7.2078598714324755,0.09517974016360091,0.09830781128998584,11.291081069387639,G2,diff_ancom_bc,-0.01306662471483322,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.2564036619887762,-0.27040597154535484,11.309843970954239,-0.17688124551351503,11.431589045117555,-0.055136171350198576,7.381501894506707,0.2895772310180324,0.2701995020476097,11.486725216467754,G2,diff_ancom_bc,0.008830499132271408,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.4877241003430328,-0.4816097568703702,11.186018620841892,-0.07479781452111046,11.216235402571098,-0.04458103279190653,7.158513997329321,0.08516871378989263,0.0642982924841875,11.260816435363003,G2,diff_ancom_bc,-0.011286153896969742,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.7279850906493006,-0.7606641700847577,11.012746899567857,-0.014663249592546251,10.968119725133755,-0.0592904240266475,6.8501261661455,-0.196242370811802,-0.19175986033356307,11.027410149160403,G2,diff_ancom_bc,0.02750726901114986,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.4014038333910992,-0.4333960429542766,11.243429528055232,-0.10134943760234524,11.292576845794905,-0.052202119862673466,7.201170883281678,0.1329285539916576,0.12342555379123968,11.344778965657577,G2,diff_ancom_bc,0.026820399138870132,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.3187885110472188,-0.31941860705171954,11.305819820654513,-0.1261775447984734,11.378511083729265,-0.05348628172372202,7.3427791893318455,0.22190723382531052,0.22755456022193943,11.431997365452988,G2,diff_ancom_bc,-0.004541714419806553,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.254931262717312,-0.2607735281788482,11.41279194020668,-0.08125646899385787,11.45651458565427,-0.03753382354626925,7.366445148327599,0.2837916266922495,0.2857334912301512,11.49404840920054,G2,diff_ancom_bc,6.704550372289564e-4,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.8419374385647258,-0.8145983027010127,10.816271595335808,-0.0922315971308456,10.861964611126046,-0.04653858134060758,6.856461984594587,-0.24526709664143675,-0.2889271640269794,10.908503192466654,G2,diff_ancom_bc,-0.032510946288020426,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.7018160369351707,-0.7337330779928767,10.985347925379742,-0.05985929685842973,10.992081746609545,-0.05312547562862715,6.913737350659685,-0.15825273258814665,-0.17356854044705636,11.045207222238172,G2,diff_ancom_bc,0.02674523063339873,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.8605441669095697,-0.8447605345888272,10.816271595335808,-0.0706605372608651,10.825762463741212,-0.06116966885546145,6.802394763324311,-0.30139139998356423,-0.3055758681968381,10.886932132596673,G2,diff_ancom_bc,-0.02095544274504979,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.3893846803440362,-0.3935980368847488,11.226113078043772,-0.13482602992857545,11.30948254602839,-0.05145656194395638,7.282761179605593,0.14569307741390886,0.15029038148417806,11.360939107972346,G2,diff_ancom_bc,-9.584538835946121e-4,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.5617154212021096,-0.5977701742971839,11.090708441037568,-0.10084027495678219,11.126480414558602,-0.06506830143574847,7.033506484287697,-0.021015455176832492,-0.03947963694748907,11.191548715994351,G2,diff_ancom_bc,0.030882942670767077,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.2609452574820974,-1.253647050407365,10.789603348253646,-0.11319167853998076,10.471284738576708,-0.43151028821692,6.522092798170152,-0.561407635693382,-0.4379406332919847,10.902795026793628,G3,diff_ancom_bc,-0.012470017499039754,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.228637327329029,-1.1957291408153043,10.796337380434991,-0.1434082190222716,10.528083479428064,-0.4116621200291982,6.593044534142437,-0.49930350751289954,-0.39051986815830786,10.939745599457263,G3,diff_ancom_bc,-0.0380799969380321,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.214032217944543,-1.1868984658160102,10.748218132090793,-0.20135958985433544,10.551220830753335,-0.3983568911917918,6.579251212010101,-0.509140281607491,-0.36838175527584144,10.949577721945127,G3,diff_ancom_bc,-0.032305562552839895,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.2506707450634895,-1.2361039751114011,10.712372000317657,-0.20665415554868438,10.48158066127324,-0.43744549459310117,6.553933404025811,-0.5058685917662217,-0.4181266617232216,10.91902615586634,G3,diff_ancom_bc,-0.019738580376395642,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.288423801817683,-1.2875904201204695,10.705045960225583,-0.1709236038344421,10.447672409861841,-0.4282971541981844,6.517671272912275,-0.6084800417908748,-0.4773104794202351,10.875969564060025,G3,diff_ancom_bc,-0.006005192121520508,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.2231806081317047,-1.2819093025923556,10.682740202711285,-0.2580514497645479,10.49581633884003,-0.4449753136358041,6.626717749249025,-0.5988953846973956,-0.4485572990631399,10.940791652475832,G3,diff_ancom_bc,0.05355688403634362,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.0594174110602292,-1.072173894078764,10.89225750231373,-0.21021543803728715,10.666376430988839,-0.43609650936217864,6.70196036600254,-0.4181283798178649,-0.24740381916324516,11.102472940351017,G3,diff_ancom_bc,0.0075846725942274595,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.121408706892177,-1.1429599794343641,10.769124816910105,-0.27456472405329513,10.610844603864805,-0.4328449370985946,6.645090969505644,-0.45806199344367887,-0.32834914768677126,11.0436895409634,G3,diff_ancom_bc,0.016379462117879884,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.9104987167306726,-0.9088217024154082,10.94568266898731,-0.31251827422250633,10.827206278188772,-0.43099466502104433,6.825460036255307,-0.2556733188826596,-0.0883535723471706,11.258200943209816,G3,diff_ancom_bc,-0.006848824739571713,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-2.2472171521310127,-1.204227433639191,10.867564889723358,-0.053415275195891995,10.487002973404582,-0.43397719151466885,6.580639137284949,-0.5151543317384735,-0.3930188983259083,10.92098016491925,G3,diff_ancom_bc,-0.048161528916129015,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
-1.9274146368081437,-0.9463609713805735,11.039415146650018,-0.18839827384884314,10.781095482241447,-0.4467179382574142,6.78897174299217,-0.3240594649689667,-0.12222113680486686,11.22781342049886,G3,diff_ancom_bc,0.013774524148122524,2.9e-4,ANCOM-BC,"ANCOM-BC
(0.00029)"
