featureid	Intercept	country[T.US]
Fructobacillus	-4.0950018328925	-0.3625588042108223
Leuconostoc	2.349186046669878	-0.8870755059091255
Weissella	5.006545050690569	-4.704554281887215
Lactococcus	1.6503122883538381	-2.474846563991707
Streptococcus	7.878584607193865	-0.5955078226892159
Caloramator	-2.526548997809492	-0.31724544590393755
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium	8.129448636124529	0.46805278235991743
Sarcina	7.289910657952227	-2.709146700557869
Anaerococcus	1.2280829983452932	0.9040922152431801
Finegoldia	0.2504180508355276	0.8813947925897434
Peptoniphilus	1.4113949375847952	1.4556305187376335
Sporanaerobacter	-4.226460115363203	0.048288084808190135
Tissierella	-4.1136146945258005	-0.4015694481698677
Anaerovorax	-1.089685575415693	1.4019495325716331
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XIII. Incertae Sedis_Eubacterium	1.1214335995415823	2.378198541942437
Mogibacterium	-0.1249939364691599	0.8670045065315559
Dehalobacterium	0.745327337334551	2.2109679358633354
Anaerofustis	-0.04553474610050756	1.71134356433471
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium	2.1987753945092336	1.3477980869444206
Anaerostipes	2.293761356423296	0.46728954488356855
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Bacteroides	3.2579139309624807	-1.0676059347955391
Blautia	7.23018561179439	1.4158129470976188
Butyrivibrio	3.5982690888146536	-2.1000234705774004
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium	7.089595301697649	2.1356550830038383
Coprococcus	7.416912897179522	1.1490851568611458
Dorea	5.073908074448504	1.81349781924804
Epulopiscium	1.4946826534966604	0.6954943763645485
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Eubacterium	2.775328023980059	1.5029845612676933
Johnsonella	-4.169270173956953	-0.4990571362344429
Lachnobacterium	5.782161160061754	1.0539182724984482
Lachnospira	6.965331240246691	0.9878800364764526
Moryella	-0.4234415454169138	0.8796647118957832
Oribacterium	0.11778245742122095	1.5256211536558464
Pseudobutyrivibrio	0.6697228985528128	-1.6667296511499101
Roseburia	8.15522359187404	1.594428815189202
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus	6.205252746740975	2.640031375232537
Shuttleworthia	-1.7726518077154978	1.189602680745919
Desulfitobacterium	-1.56845678513249	0.8562063800724342
Desulfosporosinus	-3.5692449969549997	-0.9016776902047798
Pelotomaculum	-3.9121071261664255	-0.08520706718842241
Peptococcus	2.9771896439293997	0.902289018276532
Peptostreptococcus	-1.1261345309515818	1.1575293021829918
Tepidibacter	-4.167147294928633	0.007285095992882518
Acetivibrio	-3.1887976092596872	1.1846999900968864
Anaerotruncus	1.8610795574883596	2.448296346011956
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides	0.1570805149773733	2.2547223942907646
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium	4.295897467682757	3.1937575715215996
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Eubacterium	5.513194485257067	2.277604617420037
Faecalibacterium	9.304306610176958	1.184620552006562
Oscillospira	7.181259973595537	1.4906335848005607
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	7.971702440331377	1.8417319434316948
Subdoligranulum	-1.7883068484564646	0.5202188270719841
Acidaminococcus	4.216118081162371	1.6930346267851188
Anaeroglobus	-3.7902647418280466	-0.1586318833200142
Dialister	7.746019466469683	0.38865057403167036
Megamonas	3.7829469280938284	1.3274988907011345
Megasphaera	6.374523385117449	0.33738497668822554
Mitsuokella	5.74417663986484	-2.2149500471917802
Phascolarctobacterium	3.784714086602129	2.7740847247274707
Selenomonas	5.408500297615923	-4.613034449276131
Veillonella	6.22126024837295	-1.6293317896691972
Cetobacterium	4.198010786126055	0.4272636550100639
Fusobacterium	3.007778032372393	0.24876210862715986
J2-29	1.1753524380425588	0.2435698884161308
Leptotrichia	0.7076157170037405	-1.4498421770898506
Sneathia	-0.09475769226749975	-0.3594168049661324
Brevundimonas	-4.247654573371015	-0.05957206314484331
Phenylobacterium	-2.6494957370062693	0.9942174071999386
Bradyrhizobium	-4.12963260834416	0.34657291347106245
Hyphomicrobium	-3.9737507266302927	0.40605364018996504
Rhodoplanes	-3.8112188739081247	-0.12510236328522417
Methylobacterium	-2.578074113776289	1.4914345520170524
Agrobacterium	-3.8895517749091013	0.19512698823531416
Rhizobium	-3.0470415515204294	0.6934854912193611
Paracoccus	-3.9285837573309763	-0.010333440956275197
Novosphingobium	-3.4982582492133005	0.9020083549054458
Sphingomonas	-3.2757879657049997	1.4447278755338981
Achromobacter	-2.6349674624701365	0.10751346522887495
Azohydromonas	-3.633641855170332	-0.6136297804681465
Sutterella	5.854170842717089	0.9394922216103065
Burkholderia	-1.5553308886786326	-0.2934324366418526
Cupriavidus	-4.218318597724043	-0.10760899609009478
Lautropia	-1.5515037936468943	0.1511183756025627
Limnobacter	-1.7147199076910837	-0.25282236164490435
Pandoraea	-3.853120462348066	-0.14300259178559038
Ralstonia	-2.0822044772406443	0.9086245598824814
Acidovorax	-2.323818818976484	1.6263277905615166
Alicycliphilus	-3.9657875460883005	-0.9337136370507881
Aquamonas	-0.7425652903815134	0.8659470381768539
Brachymonas	-3.120735780646406	0.6633029955061271
Comamonas	-3.463478700568281	-0.33612569397370073
Curvibacter	-4.189892427374922	-0.08793815201203081
Delftia	-3.913768426825605	0.22354690009673384
Hylemonella	1.2744978504876272	-2.120584212001961
Limnohabitans	-0.6898409289618357	-0.5219616515008614
Polaromonas	-4.003421441962324	0.15352759534438398
Ramlibacter	-1.3161641520758494	0.32305911952574995
Rhodoferax	-4.089360849310957	-0.6415146214334175
Schlegelella	-1.3139158648749216	0.6582385080488518
Herbaspirillum	-2.7933775347967966	1.4787421005400017
Janthinobacterium	-3.837386743475996	0.5547040777834251
Massilia	-3.6924482745428904	-0.4127164704171822
Oxalobacter	2.220218523095049	0.6663113611372307
Aquabacterium	-4.168917314459883	0.19451615983565596
Ideonella	-3.4196916980048044	-0.9725426060525582
Leptothrix	-4.181050912787519	0.41812334233840254
Methylibium	-2.694774286200605	1.340207465234597
Mitsuaria	-4.2495657367010935	-0.2467288596002266
Paucibacter	-2.9783464831610544	1.5460209029348686
Roseateles	-4.266981737067304	-0.3937584978906319
Rubrivivax	-3.5670324725409372	-0.35193153446594927
Sphaerotilus	-3.12206424896916	1.4408617990644768
Tepidimonas	-3.8307873172064646	0.017243303600151805
Thiomonas	0.7323406773308889	-0.9910404307214424
Gallionella	-3.2228580874701365	-0.11789890354553911
Methylobacillus	-4.305843011786543	-0.45116313522736284
Aquitalea	-3.731416360785566	-0.8499167782632515
Eikenella	-3.5353390139838083	-0.8969573599664376
Neisseria	-0.9484845561285837	-2.1619350535241777
Vogesella	-3.7812897128363474	0.7097192036541298
Nitrosomonas	-2.8223101062079294	0.8060695605905845
Methyloversatilis	-2.4043232363959177	0.5744822698267296
Rhodocyclus	-2.827480928351484	0.38329527551253584
Thauera	-3.3784433764716013	1.0089077802928283
Desulfomicrobium	-3.395604745795332	0.6660919266374901
Bilophila	3.417214019844927	2.8844390290411304
Desulfovibrio	4.38823209578792	1.7299511807592705
Campylobacter	5.801357551167406	-3.4818031412927324
Helicobacter	-0.16818012421330053	-4.525270186123055
Aeromonas	-1.949058191229902	-0.6579893452493355
Tolumonas	-1.4144240779181345	-3.967613421138924
Succinivibrio	8.360791547844805	-7.872153006252449
Alkalimonas	-2.7369505328436716	-0.8521078450051949
Cardiobacterium	-3.1388851565619333	0.7559854763181999
Buttiauxella	-1.9750486773749216	-0.6372829300729439
Citrobacter	-2.1230160159369333	0.05979732448180464
Cronobacter	-1.91499580567082	-1.4728128535119707
Edwardsiella	-2.265980379035078	0.7602750735910728
Enterobacter	-1.0298930567999705	-0.5264522654382393
Erwinia	0.6185568409661428	0.38886717731078413
Escherichia	1.1695464688042776	-0.3833452088205025
Klebsiella	3.712809904168047	0.5211353378923729
Leclercia	-3.4312139910956247	0.0457615035208061
Morganella	-1.0081788462897165	0.17914036685546186
Pantoea	-1.258487359931074	0.011535741630394725
Plesiomonas	-2.094688074042402	-1.870185576137703
Proteus	-3.45232547943791	-0.37355860298554155
Providencia	-0.7033697528143747	0.9982417600782707
Rahnella	-3.1596399707098826	-1.5888895613519365
Raoultella	0.17497049147883814	0.32966444665511396
Serratia	6.381199790785708	-0.2937756401864693
Xenorhabdus	-3.6575628680487497	0.04624525481780317
Yersinia	-3.054984704901777	-0.39864071434418413
Pseudomonas	1.0278228359917776	0.4121542947920158
Actinobacillus	5.781195952246584	-1.0069852692453072
Aggregatibacter	0.3781975346306936	-1.5647203547326738
Gallibacterium	0.019489629815019782	-0.8492557627526924
Haemophilus	4.084642036507525	-1.5260252577630693
Histophilus	-1.7918654841681345	-3.8643619639245683
Mannheimia	-3.9008413714667185	-0.5159550530282662
Pasteurella	-2.3333670062323435	-1.8000614268151933
Acinetobacter	-1.6522690219183787	1.0560771527322128
Thiothrix	-3.4127289218207224	-0.3067559820977852
Lysobacter	-3.9855324191351755	-0.15142115181366655
Brachyspira	-0.6638461512823923	-4.610077582058113
Treponema	6.028489871571459	-9.939257345852056
Jonquetella	-2.000623361517988	0.3459667342336967
Pyramidobacter	-0.8953730029364451	0.16379026347716596
TG5	-3.903044359137617	0.18588677817900923
Cloacibacillus	-0.016010896613202874	1.4170840757520988
Allobaculum	-2.8954798144598826	0.35587636405547407
Bulleidia	5.88455338651935	-3.1870882136193925
Catenibacterium	6.227528541038431	-0.07087870663086626
Bacteria_Tenericutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Clostridium	6.121063216278948	1.9392304199369743
Coprobacillus	2.6349342900017874	2.39212969714721
Holdemania	1.7089241581658499	3.108006753269036
p-75-a5	4.515637143204607	-9.292760573085946
Asteroleplasma	4.155976875374712	-8.753080092128915
RFN20	2.511189563820757	-1.0016529185144112
Akkermansia	5.371923192093767	2.739581980052788
Unknown	10.07318197066585	1.3700926082762077
