featureid	Intercept	country[T.US]
Oscillospira	3.2332803684752447	1.5431175852829435
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	4.720057793287561	2.189932527642868
Subdoligranulum	-2.9953110736329105	-1.4754655932372591
Acidaminococcus	2.594529576925561	-4.750961122412063
Dialister	6.096656471816823	-1.179822740454056
Megamonas	6.030978823406623	-0.5292637919372103
Megasphaera	7.579951830534265	-0.24142795552668783
Mitsuokella	4.393145747808741	-6.019256887335159
Phascolarctobacterium	1.812405772833154	2.069603564839981
Selenomonas	0.8732621151488278	-2.2526169394439233
Veillonella	7.295519419340417	0.7796373690182188
Cetobacterium	4.7546727139037115	-7.737815675634719
Fusobacterium	4.444965310720728	-2.317836580175735
J2-29	1.270927615789697	0.5685239459091642
Leptotrichia	1.92535371365957	-3.073778924841262
Streptobacillus	-2.806023887963965	-2.3021808241790307
Balneimonas	-3.1805928271729496	-2.0119388674682153
Methylobacterium	-3.4058449786622074	-0.4473022793715975
Rhizobium	-1.2903059047181156	-0.19820898522792074
Paracoccus	-3.7070563357789066	-1.2331576918548128
Sphingomonas	-3.0745881122071292	-1.5908163165038607
Sutterella	4.586527653364466	0.6598164464050749
Burkholderia	-2.6922476809937503	0.3443273330742338
Lautropia	-2.322172455163672	-1.6079364394134066
Limnobacter	-2.600179962487891	-0.16317099084315512
Acidovorax	-3.148900322290137	0.684397401910446
Aquamonas	-1.2116158526856449	0.3081128622108915
Brachymonas	-3.324643425317481	-0.4009000634139559
Hylemonella	-3.4583333056885746	-0.4865100954955599
Limnohabitans	-4.1485961001832035	0.13151318083348063
Ramlibacter	-2.3261359256226566	-0.08938687791285727
Schlegelella	-2.451465896936133	-0.7812362288421175
Herbaspirillum	-3.7208436053711917	0.7649438704067686
Janthinobacterium	-3.7486022036988285	-0.5724050377791903
Oxalobacter	-1.646914295526221	0.032872619729659824
Methylibium	-3.725208572717383	0.04262703905644205
Sphaerotilus	-3.379619888635352	0.008424105744979649
Thiomonas	-1.2396061938721683	-0.5848974560683748
Gallionella	-4.262996963830664	-0.10322862615046713
Methylobacillus	-4.160972885461524	0.4074733282143095
Neisseria	-0.017698101373389008	-3.7149746989196313
Nitrosomonas	-3.2824605029541996	0.9142621780449369
Methyloversatilis	-3.1964343112427738	-0.3800178145354769
Rhodocyclus	-2.2216923755127933	-0.09645336617884848
Thauera	-4.018813423486426	-0.021854100126602383
Bilophila	2.1752287823241208	2.034081819158218
Desulfovibrio	0.021710105566308258	-0.2276123141234896
Campylobacter	6.463677116064356	-5.301211175817825
Helicobacter	2.7534760910552	-7.152023134130813
Aeromonas	1.9403035122435544	-1.2811792468017122
Oceanimonas	-3.8287509005982425	0.9314739132935026
Zobellella	-4.83701258120127	0.7804092193657377
Succinivibrio	4.763590760855005	-3.2130458926146996
Alishewanella	-2.7855446856934574	0.7892933214718321
Pseudoalteromonas	-4.059735588403418	-1.1360142802184603
Shewanella	-4.1209824603516605	1.061223613720558
Alkalimonas	-1.0856659930665042	0.10470921049656656
Averyella	-2.7050469439942386	1.7126327181869963
Brenneria	-4.329785637231543	-0.5000974511092684
Buttiauxella	0.3468815762083981	1.5892193640285948
Citrobacter	0.5502941090147946	2.071758093934677
Cronobacter	-0.9206316989380863	-0.19372850408015463
Edwardsiella	-2.2196362536866214	0.9017925585323789
Enterobacter	-1.4257700961548831	0.5211324716621855
Erwinia	2.4751872498076413	1.783139827352188
Escherichia	2.402113862661645	0.3551651860290983
Ewingella	-3.9194119494874027	-0.7825244044250033
Klebsiella	6.02148475716822	2.656300249200485
Leclercia	-0.871312431665137	1.771095695596359
Morganella	0.7605878788512204	1.0638880903536299
Pantoea	0.7239157635252926	1.8521935964638212
Plesiomonas	0.47570437970571255	-3.0232971285766137
Proteus	-2.365978531213477	-0.03845947732386801
Providencia	-1.424570373864844	0.8546267474705198
Rahnella	-2.3267548602540042	0.16185313711704996
Raoultella	-1.232175640435889	0.5501394892746427
Serratia	7.61334986272268	0.369874479871414
Sodalis	-3.984587005944922	0.482608261209152
Trabulsiella	-3.1061232608277347	0.9525413240009764
Xenorhabdus	-3.6677077334839847	0.3475226784759977
Yersinia	-1.9461143535096195	0.40534538279118326
Pseudomonas	0.21890086713247037	1.4985157872253874
Congregibacter	-4.282522491784766	0.6232559109741667
Actinobacillus	5.654347487119959	-0.4806390379851839
Aggregatibacter	0.6264469105284665	-4.615963277716018
Gallibacterium	-0.25174599108286166	-0.5656011675780794
Haemophilus	4.356857963232325	-1.0459817027038119
Pasteurella	-1.7054317515809085	-2.435057935613967
Acinetobacter	2.0875703770201657	1.2980420092755773
Methylophaga	-3.0719740909058597	0.10885912428440836
Thiothrix	-2.6063855212647464	0.4310331369453886
Salinivibrio	-4.064024261804297	-0.008869466680862637
Stenotrophomonas	-2.3472846072632816	0.6611606503540495
Treponema	-2.0903142016846683	-2.1966012095397485
Bulleidia	3.131580062536524	-1.6321428393310082
Catenibacterium	5.24687118115835	-5.856457528967239
Bacteria_Tenericutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Clostridium	5.2903466898482305	2.7906973982864836
Coprobacillus	2.8896150070708257	1.8130041981750944
Holdemania	0.7866041142027829	1.570774229865692
p-75-a5	-2.7433722537476566	-1.5592792605346224
RFN20	-3.330247215600684	-1.1692398165648958
Akkermansia	5.101583190588282	2.530041756730698
Unknown	8.02093190732412	1.7014508272224882
